wav_filename,wav_filesize,transcript,stt,I,D,S,N,Accuracy
singlish-test/909.wav,150,it is a structural issue not just a numbers game,it is a structural issue not just a numbers game,0,0,0,48,1.0
singlish-test/910.wav,188,it is not known whether his death was related to the operations be conducted by the police,it is not known whether his death was related to the operations been conducted by the police,2,0,0,90,0.9777777777777777
singlish-test/911.wav,202,from there she worked her way up and made it in s t despite not having a degree,from there she walked her way up and made it in esty despite not having a degree,1,0,4,79,0.9367088607594937
singlish-test/912.wav,191,he added that he wished to return to indonesia to support his son who is still schooling,he added he wishd to return to inthenitia te saporisan who is still schooling,1,12,7,88,0.7727272727272727
singlish-test/913.wav,101,but their population is huge as well,but the population is hugest welm,0,3,3,36,0.8333333333333334
singlish-test/914.wav,118,there was no danger to other patients,there was need no danger to other pitients,5,0,1,37,0.8378378378378378
singlish-test/915.wav,102,he then left without leaving his number,he then lef without living his number,0,2,1,39,0.9230769230769231
singlish-test/916.wav,177,businesses would also like some of the rules on the scheme to be relaxed,besnisses would oso like sam the rules on the scheme to be relexed,0,6,5,72,0.8472222222222222
singlish-test/917.wav,95,and in his post he mentioned this,and in he spose he mentioned this,1,1,2,33,0.8787878787878788
singlish-test/918.wav,159,she could not allow her mother to remain in a marriage with the accused,she could not allow her mother to remain in a marriage with accused,0,4,0,71,0.9436619718309859
singlish-test/919.wav,180,but i know that certain things are sure paths to trouble so avoid them,but i know tha certainthies i sure paps to trouble so wy them,0,9,5,70,0.8
singlish-test/920.wav,100,there could be additional warnings to come,there could be edish no one eese to come,0,2,13,42,0.6428571428571429
singlish-test/921.wav,91,he did not expect to be hooked,he did not expect to be hooged,0,0,1,30,0.9666666666666667
singlish-test/922.wav,92,all the tours are free of charge,all the tours are free or charged,1,0,1,32,0.9375
singlish-test/923.wav,88,but chens mind had been made up,but chance mine had been made up,1,0,3,31,0.8709677419354839
singlish-test/924.wav,222,but moving to a city where youre completely on your own brings freedom to an entire new level,but moving to a city where you are completely on your own briet freedom to an entire new level,2,1,2,93,0.946236559139785
singlish-test/925.wav,225,but she said parents need to read the fine print and understand clearly what the fees will cover,but she said parents need to read a fine print and understand clearly what the feest will cover,1,2,1,96,0.9583333333333334
singlish-test/926.wav,146,at what point did you decide you were ready for politics,at what point did you decite you were ready for politics,0,0,1,56,0.9821428571428571
singlish-test/927.wav,143,i kept people talking and it was more lasting that way,i kept people talking an it o smore lasthing that we,1,3,3,54,0.8703703703703703
singlish-test/928.wav,140,because of the late hour no customers had to be evacuated,because of the late hour no customers had to be evacuated,0,0,0,57,1.0
singlish-test/929.wav,162,because you wont have washed your hands as quickly as us,because you wouldn't have was your hands as quickly as us,4,3,0,56,0.875
singlish-test/930.wav,158,it has been fully cooperating with the police on its investigation,it has been fully co operating with a police on is investigation,1,3,1,66,0.9242424242424242
singlish-test/931.wav,122,but i told myself sacrifice would be worth it,but i told myself that sircrifice would be wov it,6,2,2,45,0.7777777777777778
singlish-test/932.wav,171,the commission said the new measures will not increase consumer prices,the commission set the new measures will not increase contumar praces,0,1,5,70,0.9142857142857143
singlish-test/933.wav,172,asia remains direction which we are looking for future growth,if yery me the direction which we are looking for a future growth,4,0,10,61,0.7704918032786885
singlish-test/934.wav,152,but yes i think thats absolutely important at all levels today,but yes i think that's absolutely important at all levels to day,2,0,0,62,0.967741935483871
singlish-test/935.wav,172,i believe that the arts and culture should have a place in the national conversation,i believe that the arts and cultie shoull have a place in a national conversasion,0,3,4,84,0.9166666666666666
singlish-test/936.wav,171,he told the special constable that he would teach him how to use the products,ye told a special consiver that he would teach him how to use the production,2,3,7,77,0.8441558441558441
singlish-test/937.wav,175,reviews and enhancements will have to be made to the policies as we move along,revuse and inhansman we heve to be met to the polities as we move along,1,8,9,78,0.7692307692307693
singlish-test/938.wav,270,if they have done that they would also be responsible for this disseminating the infringing content,if they hav done that they would also be responsible for this destiminating the infringing content,0,1,3,99,0.9595959595959596
singlish-test/939.wav,159,all i had is a can of pineapple juice and i cant even finish that,all i hat is a cannot biny bud yous an i can't you buni yo nish yet,6,4,20,65,0.5384615384615384
singlish-test/940.wav,186,but the act that stole the show was a performance by the religious leaders themselves,but the ant dat tored a shore os a performance by de religus deserts demselves,3,10,10,85,0.7294117647058823
singlish-test/941.wav,212,after training the volunteers will be required to serve up to seven days a year,after traning the volunteers shill be recovired to serve up to seven days a year,2,1,3,79,0.9240506329113924
singlish-test/942.wav,157,but he thought he had a great location and a hefty tax break to boots,but he thought he hat a great lokision an haf the texperake the woods,4,4,12,69,0.7101449275362319
singlish-test/943.wav,110,because of that we made the rates flat,because of that we meet the rich fled,0,1,8,38,0.7631578947368421
singlish-test/944.wav,108,but the effort did not go as planned,but the effort did not go explaned,0,2,2,36,0.8888888888888888
singlish-test/945.wav,190,and these bikes are often left untouched for long periods because of the lack of demand,and thes spices are often left untouched for a long pyriads because of the lack of demand,2,0,6,87,0.9080459770114943
singlish-test/946.wav,168,making actually tasty food may have something to do with its success,making actually tasty foot may have something to do wit its success,0,1,1,68,0.9705882352941176
singlish-test/947.wav,115,and all employees get there three meals a day,an all embloyes get yer tremuls a day,0,8,3,45,0.7555555555555555
singlish-test/948.wav,159,for example pilot programmes in the transport sector will be scaled up,for example bylet programms in the transpor chector will be skilled up,1,1,8,70,0.8571428571428571
singlish-test/949.wav,215,for us the main goal would be to show singapore what wheelchair basketball is all about,for as the mingul would be to sur sing upo what wil chair basket ball is all about,2,7,8,87,0.8045977011494253
singlish-test/950.wav,216,he has a good relationship with his peers and had a way of stopping their arguments,he has a good elitionship with spears and had a way of stopping the arguments,0,6,2,83,0.9036144578313253
singlish-test/951.wav,141,finally when all else failed she took it to the public forum,finally when all else fill she took it the public for em,1,5,2,60,0.8666666666666667
singlish-test/952.wav,231,this is particularly interesting because this might be the reason for the savoury of the seafood,this is particullar particularly interesting because this might be the reason for the savoury of the seafoot,12,0,1,96,0.8645833333333334
singlish-test/953.wav,106,dont judge anyone by the way they look,don't jack any one by the way they look,2,1,3,38,0.8421052631578947
singlish-test/954.wav,159,its all about passing the flame from one generation to another,is all about passing a flame from one geneation to another,0,4,1,62,0.9193548387096774
singlish-test/955.wav,168,and like many youngsters he can sometimes get too attached to himself,an like many youngsters he kin sometimes get too attach to himself,0,3,2,69,0.927536231884058
