Unnamed: 0,WavFilesPath,stt,new_path,transcript,I,D,S,N,Accuracy
2649,/content/drive/MyDrive/singlish/train/613.wav,in their eulogies mister lees children also recounted what he stood for in their hearts,613,in their eulogies mister lees children also recounted what he stood for in their hearts,0,0,0,87,1.0
2663,/content/drive/MyDrive/singlish/train/614.wav,but the bliss was to end,614,but the bliss was to end,0,0,0,24,1.0
2652,/content/drive/MyDrive/singlish/train/615.wav,refinancing replaces an existing loan with a new loan so as to have a better interest term and rate,615,refinancing replaces an existing loan with a new loan so as to have a better interest term and rate,0,0,0,99,1.0
2595,/content/drive/MyDrive/singlish/train/616.wav,for example residents will be able to stage birthday parties and enjoy barbecues by the pool,616,for example residents will be able to stage birthday parties and enjoy barbecues by the pool,0,0,0,92,1.0
2682,/content/drive/MyDrive/singlish/train/617.wav,both father and son have been under great stress after the passengers identity was leaked online,617,both father and son have been under great stress after the passengers identity was leaked online,0,0,0,96,1.0
2594,/content/drive/MyDrive/singlish/train/618.wav,she hopes the deadline for compliance could be extended so the school could make an appeal,618,she hopes the deadline for compliance could be extended so the school could make an appeal,0,0,0,90,1.0
2670,/content/drive/MyDrive/singlish/train/619.wav,doctor gill said that with space constraints out of the way the remaining obstacle is money,619,doctor gill said that with space constraints out of the way the remaining obstacle is money,0,0,0,91,1.0
2598,/content/drive/MyDrive/singlish/train/620.wav,as the whole nation ages i think the nursing home is one facility people will require,620,as the whole nation ages i think the nursing home is one facility people will require,0,0,0,85,1.0
2616,/content/drive/MyDrive/singlish/train/621.wav,tan the former property agent has been charged and will appear in court later this month,621,tan the former property agent has been charged and will appear in court later this month,0,0,0,88,1.0
2643,/content/drive/MyDrive/singlish/train/622.wav,he has crawled into them mirror and torch in hand to ensure that they are ready,622,he has crawled into them mirror and torch in hand to ensure that they are ready,0,0,0,79,1.0
2673,/content/drive/MyDrive/singlish/train/623.wav,my dad promised me that we will go and watch this match if i studied hard,623,my dad promised me that we will go and watch this match if i studied hard,0,0,0,73,1.0
2609,/content/drive/MyDrive/singlish/train/624.wav,he added that the placement of sleepers which hold train tracks in place has been completed,624,he added that the placement of sleepers which hold train tracks in place has been completed,0,0,0,91,1.0
2627,/content/drive/MyDrive/singlish/train/625.wav,the changes will help this group with medical expenses and to build a retirement nest egg,625,the changes will help this group with medical expenses and to build a retirement nest egg,0,0,0,89,1.0
2658,/content/drive/MyDrive/singlish/train/626.wav,and so there was a physical structure here was a physical group and a physical organisation,626,and so there was a physical structure there was a physical group and a physical organisation,0,1,0,92,0.9891304347826086
2657,/content/drive/MyDrive/singlish/train/627.wav,he said the commission would consider persuading them to make prices more transparent,627,he said the commission would consider persuading them to make prices more transparent,0,0,0,85,1.0
2666,/content/drive/MyDrive/singlish/train/628.wav,here are some facts about the two types of fish in the spotlight,628,here are some facts about the two types of fish in the spotlight,0,0,0,64,1.0
2631,/content/drive/MyDrive/singlish/train/629.wav,first is the importance of looking after the interest of the minority races,629,first is the importance of looking after the interest of the minority races,0,0,0,75,1.0
2628,/content/drive/MyDrive/singlish/train/630.wav,iin other words start preparing people now to be prepared for the upturn,630,in other words start preparing people now to be prepared for the upturn,1,0,0,71,0.9859154929577465
2606,/content/drive/MyDrive/singlish/train/631.wav,it is also tying up with international media companies to tap their expertise,631,it is also tying up with international media companies to tap their expertise,0,0,0,77,1.0
2622,/content/drive/MyDrive/singlish/train/632.wav,its a lot about finding myself my strengths and my beliefs through them,632,its a lot about finding myself my strengths and my beliefs through them,0,0,0,71,1.0
2645,/content/drive/MyDrive/singlish/train/633.wav,and even the budget process itself could make more room for ordinary people,633,and even the budget process itself could make more room for ordinary people,0,0,0,75,1.0
2668,/content/drive/MyDrive/singlish/train/634.wav,the story is and will be about u s monetary policy and dollar direction,634,the story is and will be about u s monetary policy and dollar direction,0,0,0,71,1.0
2600,/content/drive/MyDrive/singlish/train/635.wav,it added that it was committed to continually improving the public transport system,635,it added that it was committed to continually improving the public transport system,0,0,0,83,1.0
2664,/content/drive/MyDrive/singlish/train/636.wav,let us keep  our strength and spirit in this time of grief,636,let us keep up our strength and spirit in this time of grief,0,2,0,60,0.9666666666666667
2617,/content/drive/MyDrive/singlish/train/637.wav,if a turtle is spotted people should keep their distance and speak softly,637,if a turtle is spotted people should keep their distance and speak softly,0,0,0,73,1.0
2629,/content/drive/MyDrive/singlish/train/638.wav,but as the situation in cape town has shown it would pay to realise that rain will not always fall,638,but as the situation in cape town has shown it would pay to realise that rain will not always fall,0,0,0,98,1.0
2642,/content/drive/MyDrive/singlish/train/639.wav,it was probably the longest two minutes of their lives,639,it was probably the longest two minutes of their lives,0,0,0,54,1.0
2623,/content/drive/MyDrive/singlish/train/640.wav,and our american workers deliver the best product by far,640,and our american workers deliver the best product by far,0,0,0,56,1.0
2593,/content/drive/MyDrive/singlish/train/641.wav,at the upper deck everyone can exit from the back,641,at the upper deck everyone can exit from the back,0,0,0,49,1.0
2592,/content/drive/MyDrive/singlish/train/642.wav,be less controlling about what goes out in the media,642,be less controlling about what goes out in the media,0,0,0,52,1.0
2596,/content/drive/MyDrive/singlish/train/643.wav,boycott it if you think it has been cut unfairly,643,boycott it if you think it has been cut unfairly,0,0,0,48,1.0
2603,/content/drive/MyDrive/singlish/train/644.wav,by a stroke of luck my wifes employer started a scheme last year to allow staff to work from home,644,by a stroke of luck my wifes employer started a scheme last year to allow staff to work from home,0,0,0,97,1.0
2607,/content/drive/MyDrive/singlish/train/645.wav,but he ran past me she recalls with a laugh,645,but he ran past me she recalls with a laugh,0,0,0,43,1.0
2620,/content/drive/MyDrive/singlish/train/646.wav,but word spread among the children and more started coming,646,but word spread among the children and more started coming,0,0,0,58,1.0
2591,/content/drive/MyDrive/singlish/train/647.wav,as the day wore on selling began to kick in,647,as the day wore on selling began to kick in,0,0,0,43,1.0
2634,/content/drive/MyDrive/singlish/train/648.wav,his father has gone into remission and is now recovering,648,his father has gone into remission and is now recovering,0,0,0,56,1.0
2640,/content/drive/MyDrive/singlish/train/649.wav,he definitely will be able to voice your issues effectively,649,he definitely will be able to voice your issues effectively,0,0,0,59,1.0
2656,/content/drive/MyDrive/singlish/train/650.wav,it is not merely a female issue nor should it be seen as affirmative action for women,650,it is not merely a female issue nor should it be seen as affirmative action for women,0,0,0,85,1.0
2599,/content/drive/MyDrive/singlish/train/651.wav,he treated it as such an important issue that the parks department came directly under his office,651,he treated it as such an important issue that the parks department came directly under his office,0,0,0,97,1.0
2638,/content/drive/MyDrive/singlish/train/652.wav,her younger brother my uncle passed on very suddenly from leukaemia when he was still a teenager,652,her younger brother my uncle passed on very suddenly from leukaemia when he was still a teenager,0,0,0,96,1.0
2680,/content/drive/MyDrive/singlish/train/653.wav,again a plate is pressed into my hands and they do not take no for an answer,653,again a plate is pressed into my hands and they do not take no for an answer,0,0,0,76,1.0
2601,/content/drive/MyDrive/singlish/train/654.wav,through this part of the costs saved due to productivity gains will be shared with their workers,654,through this part of the costs saved due to productivity gains will be shared with their workers,0,0,0,96,1.0
2625,/content/drive/MyDrive/singlish/train/655.wav,inside homes devices can make sure water and air stay clean and that people are sleeping well,655,inside homes devices can make sure water and air stay clean and that people are sleeping well,0,0,0,93,1.0
